Symbol,Open Price ($),Close Price ($),Highest Price ($),Lowest Price ($),Date
NDX,13990.55239216713,14298.40871381312,14329.48928701588,13982.16156823542,2023-05-26
NDX,14465.58861195524,14354.98605381056,14520.16997225083,14301.0760784572,2023-05-30
NDX,14293.55758132436,14254.09024818922,14375.37662601689,14216.1564486289,2023-05-31
NDX,14269.09289227992,14441.51301479579,14493.30926802531,14219.93557733289,2023-06-01
NDX,14517.07738007401,14546.64053006833,14595.8108197976,14442.15165468045,2023-06-02
NDX,14550.12644195465,14556.49656083066,14662.94645730519,14516.87824571346,2023-06-05
NDX,14526.10042192888,14558.09428489473,14593.49782886953,14476.99209886794,2023-06-06
NDX,14573.27221737075,14303.28669036327,14647.9050114953,14283.88428705936,2023-06-07
NDX,14319.23568394257,14484.54341942283,14503.30848937973,14314.69466081266,2023-06-08
NDX,14574.23764636658,14528.36047567029,14672.85163043805,14487.47581131832,2023-06-09
NDX,14617.35119181724,14784.30081239007,14789.60342444202,14571.35849682981,2023-06-12
NDX,14911.26174609459,14900.85259547366,14931.82558740617,14770.13529255471,2023-06-13
NDX,14894.09644568833,15005.69243080736,15017.10424557461,14784.62051441716,2023-06-14
NDX,14949.69683722371,15185.47655220774,15246.61811207011,14930.12161861135,2023-06-15
NDX,15272.65023922242,15083.91770721733,15284.65060009199,15073.44954461835,2023-06-16
NDX,15036.48391066877,15070.14948566977,15127.4195807999,14946.7243781848,2023-06-20
NDX,15019.00979966276,14867.45059976063,15038.8987938036,14826.02211683424,2023-06-21
NDX,14797.89040966552,15042.31944306799,15044.2205014656,14794.95442258667,2023-06-22
NDX,14879.23009056744,14891.4824003537,14983.73265418633,14821.80930684785,2023-06-23
NDX,14866.66069897254,14689.02130260016,14982.81615742884,14687.02208268085,2023-06-26
NDX,14751.56880571057,14945.90713966966,14972.31464243674,14726.74788569801,2023-06-27
NDX,14876.25105434065,14964.57482405739,15051.07652625289,14865.80701528948,2023-06-28
NDX,14965.54798951709,14939.95149345815,14986.8866102561,14876.94282821019,2023-06-29
NDX,15085.24180006295,15179.20838516407,15213.75164593196,15081.56610319916,2023-06-30
NDX,15190.5414318954,15208.6932939595,15232.96134881992,15153.59713283207,2023-07-03
NDX,15165.35858827069,15203.77765940839,15275.18148462772,15162.65811748091,2023-07-05
NDX,15054.10330754214,15089.44869228777,15106.45358010147,14969.14420626536,2023-07-06
NDX,15070.50098745841,15036.85203288828,15210.62734231826,15032.56211099787,2023-07-07
NDX,15031.94674348979,15045.6386551749,15066.43540322388,14924.63583361054,2023-07-10
NDX,15068.13162289981,15119.06175474468,15135.29060913222,14974.15999956047,2023-07-11
NDX,15279.35228505855,15307.22589531347,15364.09176358542,15209.70764997747,2023-07-12
NDX,15432.47822349836,15571.97608863432,15602.73934255319,15420.71294503684,2023-07-13
NDX,15610.00225197615,15565.59720488614,15720.05522788529,15530.99899844943,2023-07-14
NDX,15608.28381344291,15713.27711268428,15745.6667233559,15576.51217543057,2023-07-17
NDX,15671.72214208163,15841.35136312486,15895.67731015268,15607.71231274969,2023-07-18
NDX,15888.15587648817,15826.35232139781,15932.05026420087,15781.95918105374,2023-07-19
NDX,15717.67308446157,15466.0882606739,15771.84342804978,15429.86775372132,2023-07-20
NDX,15554.95481187699,15425.67396606672,15600.5376255589,15410.56559089982,2023-07-21
NDX,15475.15314141391,15448.02052097999,15504.66758041091,15374.65553603013,2023-07-24
NDX,15483.06337063049,15561.41541626182,15622.68655148195,15482.03953409444,2023-07-25
NDX,15514.04174631834,15499.26473526639,15571.15664157776,15411.90500977378,2023-07-26
NDX,15734.02702464318,15464.92919772619,15795.51233288674,15416.047257584,2023-07-27
NDX,15630.17362298252,15750.92771978492,15788.47597015715,15617.7476911446,2023-07-28
NDX,15774.29697913586,15756.99941665471,15803.55178135431,15702.73680147429,2023-07-31
NDX,15696.98268464625,15718.00918877653,15748.42692879305,15636.56536422084,2023-08-01
NDX,15561.14759604778,15370.73887045642,15561.3565202507,15321.43716998052,2023-08-02
NDX,15287.77301957027,15353.54120639021,15436.5905407642,15270.72237905289,2023-08-03
NDX,15420.7391719441,15274.91503440916,15523.31437670746,15258.68561169844,2023-08-04
NDX,15355.62253695427,15407.85441512311,15410.85392018024,15258.920374473,2023-08-07
NDX,15279.41420070963,15273.04838155852,15295.79951996568,15148.24572589929,2023-08-08
NDX,15286.98752686512,15101.70736461432,15288.76044220756,15077.91134872033,2023-08-09
NDX,15217.29421892228,15128.837438579,15366.28681182359,15072.49181481393,2023-08-10
NDX,15010.52414233809,15028.07147324647,15102.53056081587,14973.66529150839,2023-08-11
NDX,14988.41698554057,15205.58545032736,15206.26291617252,14972.01054410756,2023-08-14
NDX,15172.07898592668,15037.64754458052,15192.88417936485,15014.36484646226,2023-08-15
NDX,15021.62966728397,14876.46951484756,15077.04822936773,14874.02352063015,2023-08-16
NDX,14943.33614461143,14715.81040096317,14949.58450970335,14698.28767576406,2023-08-17
NDX,14589.71382071723,14694.83711013657,14744.56804713588,14557.82921474942,2023-08-18
NDX,14762.0064012999,14936.68589091251,14958.86514599399,14739.366958773,2023-08-21
NDX,15035.07315542953,14908.96232660824,15037.79376398134,14883.98233999803,2023-08-22
NDX,14947.57536301601,15148.05561002108,15188.86347447067,14947.57536301601,2023-08-23
NDX,15278.93086288406,14816.44191826432,15279.2433967274,14814.83366482806,2023-08-24
NDX,14858.93112939414,14941.82699181644,15001.29149402478,14715.36113605962,2023-08-25
NDX,15035.47858078091,15052.46034087338,15086.23157373987,14948.9238020821,2023-08-28
NDX,15043.02428417087,15376.54764313747,15391.56099586715,15034.54394663943,2023-08-29
NDX,15386.66598877322,15462.43083319558,15484.82615111321,15341.94317602413,2023-08-30
NDX,15475.43036229929,15501.07442640266,15575.01434034942,15466.41051483243,2023-08-31
NDX,15600.95326180434,15490.86362903571,15618.85366066902,15429.35964942382,2023-09-01
NDX,15460.52252530936,15508.2356725109,15556.84661690081,15419.96027819632,2023-09-05
NDX,15467.32228177067,15371.44302821838,15486.99844034106,15289.47967737951,2023-09-06
NDX,15174.22129129804,15258.52215633162,15288.19626562294,15138.72554417731,2023-09-07
NDX,15265.57403536179,15280.23023330795,15374.21970680291,15244.06176559889,2023-09-08
NDX,15409.77411095404,15461.865112059,15482.84121466085,15328.34706191972,2023-09-11
NDX,15390.5881381351,15289.7363797206,15447.84871658982,15278.88022357754,2023-09-12
NDX,15293.26758629757,15348.52513830686,15414.60914189954,15256.59945306311,2023-09-13
NDX,15433.01277872318,15473.89311079591,15512.81713442314,15337.18210930708,2023-09-14
NDX,15425.94789742755,15202.39822596306,15435.44980019982,15173.70916737754,2023-09-15
NDX,15161.16844824385,15225.37180225281,15268.96213268835,15155.46063044387,2023-09-18
NDX,15152.53158022411,15191.23444109215,15219.92249942885,15069.41465290044,2023-09-19
NDX,15225.3441271995,14969.92259242014,15245.19245324362,14967.60285142915,2023-09-20
NDX,14813.48473147881,14694.24334918638,14849.24844308692,14691.68939086582,2023-09-21
NDX,14756.62391443788,14701.09663069552,14855.91952967669,14686.8436739244,2023-09-22
NDX,14716.5333412669,14716.5333412669,14716.5333412669,14716.5333412669,2023-09-23
NDX,14662.69110707071,14768.89505296796,14771.11775093188,14615.44864454962,2023-09-25
NDX,14668.45440321786,14545.82596943556,14678.48179154095,14505.6755944191,2023-09-26
NDX,14600.13873136468,14580.15928676499,14657.2113799592,14432.59695271572,2023-09-27
NDX,14530.95947792657,14702.76563526051,14787.58360488529,14510.17002044757,2023-09-28
NDX,14853.34650374633,14715.24405074836,14901.85262193658,14664.77699378714,2023-09-29
NDX,14717.89607304373,14837.56942113192,14892.17577312036,14701.52373322334,2023-10-02
NDX,14744.04991484042,14565.61633915023,14819.8659340293,14504.1437657759,2023-10-03
NDX,14613.22620151764,14776.25252239099,14803.04272983327,14592.55503781017,2023-10-04
NDX,14769.5533142422,14723.22244541963,14784.68604436801,14584.38599187312,2023-10-05
NDX,14622.22750204599,14973.24136117539,15021.38331629785,14575.94766779678,2023-10-06
NDX,14871.57260024411,15047.1545117854,15070.64185612409,14816.32027902484,2023-10-09
NDX,15074.04387447859,15131.51996372612,15241.94269041294,15050.53872285609,2023-10-10
NDX,15194.53036160367,15241.11589105718,15248.21669211,15119.61513631314,2023-10-11
NDX,15264.10865500176,15184.10007906576,15333.97850976143,15090.69346580384,2023-10-12
NDX,15225.72811790882,14995.11543088423,15232.36700378746,14943.41788161767,2023-10-13
NDX,14997.41483715776,15084.51174807094,15084.51174807094,14997.41483715776,2023-10-14
NDX,15054.47733030448,15172.73209884456,15209.49655523867,15047.26923633221,2023-10-16
NDX,15009.25920777051,15122.01188180248,15187.0596206757,14932.76948892444,2023-10-17
NDX,15022.28434656282,14909.25944415608,15103.8721135395,14865.80865900193,2023-10-18
NDX,14981.12533856405,14783.12694602243,15023.90867098671,14749.30131093821,2023-10-19
NDX,14752.58528413058,14560.87681353382,14781.22197807943,14552.12232095713,2023-10-20
NDX,14514.11201113668,14604.85016245849,14746.36631475482,14419.05905684099,2023-10-23
NDX,14678.40916537188,14745.85497833076,14774.16163645096,14610.32820896796,2023-10-24
NDX,14642.07584814731,14381.64093148106,14643.69410908227,14362.2405086793,2023-10-25
NDX,14314.01374996893,14109.57299830961,14372.50890984439,14058.33257741912,2023-10-26
NDX,14245.74894571198,14180.42076333726,14321.03894456077,14130.36888466714,2023-10-27
NDX,14283.98082601878,14335.50719849482,14388.20205116475,14225.85853703702,2023-10-30
NDX,14340.85849681414,14409.78311730728,14420.443194255,14232.40226541273,2023-10-31
NDX,14453.67579148895,14664.9051595529,14677.86124354592,14441.89455418779,2023-11-01
NDX,14856.94802457892,14919.5452798056,14930.76445977627,14792.80862058835,2023-11-02
NDX,14985.12223085201,15099.49147106894,15149.78086853318,14965.28709120444,2023-11-03
NDX,15137.16478152778,15154.92626727298,15180.19311764647,15064.90629089599,2023-11-06
NDX,15201.77067594698,15296.01863780093,15335.44253972976,15153.30951560934,2023-11-07
NDX,15313.90129941361,15313.24107606342,15343.18612585608,15220.88451219251,2023-11-08
NDX,15351.12216913995,15187.89750959099,15382.10651734339,15171.31589827599,2023-11-09
NDX,15252.36328820257,15529.11952746574,15535.20232309415,15237.17387972501,2023-11-10
NDX,15469.20913900208,15482.78674064568,15524.66177683152,15404.70727586374,2023-11-13
NDX,15744.36112947977,15812.47295121558,15850.33668525562,15726.12418981846,2023-11-14
NDX,15881.72076161759,15817.17609926806,15904.62715304483,15765.30549367028,2023-11-15
NDX,15765.19844814927,15833.17273456648,15842.63360223545,15738.22373153728,2023-11-16
NDX,15803.9827085015,15837.99318252915,15876.86633275454,15766.94452023503,2023-11-17
NDX,15845.19666290233,16027.06345464533,16056.75590015671,15844.82831203815,2023-11-20
NDX,15951.55178901019,15933.61969063319,15968.08641559725,15866.81535445466,2023-11-21
NDX,16025.74303530545,16001.38590021055,16119.31387589465,15964.03826898278,2023-11-22
NDX,15974.85043647017,15943.35308799192,16007.42570650574,15940.62256991987,2023-11-24
NDX,15969.72012369908,15961.98084449031,16045.30030681593,15932.19275909873,2023-11-27
NDX,15940.29380661089,15929.13732435247,15970.83064519958,15927.47925875134,2023-11-28
NDX,16111.36274602076,16158.29970382318,16161.81513642054,16110.6505277532,2023-11-29
NDX,15987.66330022074,15947.86949623096,16013.48099894327,15825.6679997384,2023-11-30
NDX,15892.58625559371,15997.57892552685,16013.75015824908,15834.92675512712,2023-12-01
NDX,15837.12275312861,15839.66922283435,15852.44770012874,15695.5835568797,2023-12-04
NDX,15763.65476634115,15877.70894553208,15931.84187440924,15760.58799894921,2023-12-05
NDX,15990.19558596765,15918.50302116928,15990.93691201839,15913.73068325755,2023-12-06
NDX,15888.23327883742,16022.48722175886,16042.50782195711,15875.47696897303,2023-12-07
NDX,15952.85329924595,16084.68872089865,16100.85635921983,15937.57753616516,2023-12-08
NDX,16069.61508862652,16221.73476961587,16232.2553425942,16061.87408947418,2023-12-11
NDX,16209.61125412864,16354.24753888684,16354.24753888684,16175.46130232765,2023-12-12
NDX,16392.17854411113,16562.36987187913,16581.04034089702,16357.21036689427,2023-12-13
NDX,16603.53983587595,16537.82551292034,16660.70932856533,16419.26120156638,2023-12-14
NDX,16586.99729346582,16623.44696925489,16669.77398732243,16557.01010364015,2023-12-15
NDX,16631.11244799414,16729.80261637625,16764.31549938763,16629.28927274458,2023-12-18
NDX,16734.25392643041,16811.85494855435,16813.01145664161,16733.37693109166,2023-12-19
NDX,16763.64048347002,16554.15807468406,16860.67636759693,16552.06393999167,2023-12-20
NDX,16719.61100225966,16757.40810549438,16768.02432704374,16621.5167732707,2023-12-21
NDX,16799.01859522059,16777.40338467686,16839.25283626,16703.57071596427,2023-12-22
NDX,16816.7836741272,16878.4616554103,16907.51193511429,16813.56546301424,2023-12-26
NDX,16896.14294670473,16906.8010559339,16922.01445053441,16859.55255546979,2023-12-27
NDX,16963.51711129441,16898.47319077154,16969.17058548589,16891.32378225857,2023-12-28
NDX,16902.4446844648,16825.93070568058,16919.51029402964,16757.88518685944,2023-12-29
NDX,16667.2989250833,16543.93760613773,16686.60350195957,16453.15030260031,2024-01-02
NDX,16413.25542943792,16368.49057016411,16471.07683758718,16352.14201822551,2024-01-03
NDX,16290.77501779523,16282.01240905942,16419.43817262962,16276.4310122321,2024-01-04
NDX,16281.74436804671,16305.97906081521,16415.39253800319,16249.18904146178,2024-01-05
NDX,16354.22071963576,16649.8742738352,16655.23102549871,16349.39033353261,2024-01-08
NDX,16531.9599638416,16678.70440060544,16710.88451392252,16513.73449093977,2024-01-09
NDX,16702.55309456953,16793.04511894746,16827.36721434607,16654.74066365853,2024-01-10
NDX,16852.18886433119,16820.90066603006,16898.15580263613,16618.85825783025,2024-01-11
NDX,16855.00310672873,16832.91796083188,16900.36909684942,16776.9177437379,2024-01-12
NDX,16775.09769258038,16830.70926398125,16895.32640337128,16726.59034523443,2024-01-16
NDX,16705.50763511584,16736.27929115445,16749.1141317254,16561.49047668491,2024-01-17
NDX,16894.33074175336,16982.28860093269,16996.98370256895,16818.12691337191,2024-01-18
NDX,17060.14446557914,17314.00480342127,17317.21205633904,17041.85163030771,2024-01-19
NDX,17403.6183078734,17330.38003852701,17450.3013328094,17309.86619204739,2024-01-22
NDX,17346.95101838197,17404.20562888379,17410.86330786642,17286.01842926932,2024-01-23
NDX,17562.31604869129,17499.29847416757,17665.25931146499,17481.97154841796,2024-01-24
NDX,17589.26979983632,17516.98810099811,17631.33700218257,17430.37452781362,2024-01-25
NDX,17432.87360775225,17421.00924072959,17514.75561233032,17395.53535241529,2024-01-26
NDX,17438.03014313286,17596.27001296096,17603.95319022773,17414.622674342,2024-01-29
NDX,17556.49064567178,17476.70931090266,17578.45686428069,17443.77338739071,2024-01-30
NDX,17269.97537511707,17137.23579120616,17375.32229609097,17128.73879533896,2024-01-31
NDX,17216.99400803838,17344.7093191499,17356.76162380459,17175.8279508309,2024-02-01
NDX,17415.94044768011,17642.73155693633,17682.29179871978,17378.37400986552,2024-02-02
NDX,17634.69240766361,17613.03611057751,17655.77284725765,17469.61688444586,2024-02-05
NDX,17664.43864288946,17572.73388552524,17680.61739884382,17475.43368876344,2024-02-06
NDX,17674.59283029206,17755.07147667831,17784.16899602306,17637.72951822844,2024-02-07
NDX,17757.5980035715,17783.16595646633,17814.12174733718,17728.55397154066,2024-02-08
NDX,17820.98068410641,17962.40512747074,17987.89728241598,17798.81344404728,2024-02-09
NDX,17942.28393296156,17882.66096762813,18041.45401568676,17859.65770517935,2024-02-12
NDX,17519.79594400251,17600.4236397292,17717.66870527668,17478.23250778051,2024-02-13
NDX,17728.89935472353,17807.63068272447,17815.18177367487,17619.92206849989,2024-02-14
NDX,17815.32134979768,17845.72342187266,17864.58495234145,17722.30569390676,2024-02-15
NDX,17853.59430608054,17685.98038951179,17864.15803504876,17663.39941065497,2024-02-16
NDX,17591.16774720154,17546.09596597033,17657.07983142765,17399.4070181944,2024-02-20
NDX,17412.78823208775,17478.90800615993,17482.13092116542,17319.43829605277,2024-02-21
NDX,17857.75550663998,18004.70228924498,18034.80437573113,17808.26000678968,2024-02-22
NDX,18052.59244018701,17937.60973793411,18091.62444934009,17902.77669922034,2024-02-23
NDX,17970.20933054755,17933.33234797932,18014.10910534034,17926.66073258562,2024-02-26
NDX,17962.58314489904,17971.04650881895,17987.54126085128,17871.05749763548,2024-02-27
NDX,17895.02621953252,17874.50353332059,17931.01306556362,17840.35580663098,2024-02-28
NDX,17991.67131669206,18043.85001331123,18068.51833402559,17866.26062946634,2024-02-29
NDX,18069.28577152792,18302.90975008074,18333.2566053976,18064.4388955297,2024-03-01
NDX,18290.09683954994,18226.48234552608,18313.42858583214,18218.24529669479,2024-03-04
NDX,18088.70611883717,17897.86741047339,18097.50069254871,17804.4954024863,2024-03-05
NDX,18083.50872975537,18017.57468569911,18142.87814010117,17941.64467935518,2024-03-06
NDX,18161.73167321018,18297.99040220537,18337.95407783484,18101.43314378806,2024-03-07
NDX,18312.78497656072,18018.4524209871,18416.72688675222,17995.38285064887,2024-03-08
NDX,17959.67972497803,17951.6919746409,18003.04900045078,17873.32670526952,2024-03-11
NDX,18063.02361973701,18219.11454913857,18228.36961150191,17919.3327021502,2024-03-12
NDX,18151.75528508817,18068.46731498192,18163.74242009961,18030.40313677069,2024-03-13
NDX,18114.68601991626,18014.80587080153,18142.9029788032,17913.62898548925,2024-03-14
NDX,17926.9169267366,17808.24994056896,17930.47162915616,17764.98817037678,2024-03-15
NDX,18024.23821438116,17985.00686910115,18124.32430803588,17973.08761628692,2024-03-18
NDX,17902.51537873831,18032.20493765201,18039.82249781734,17809.14962042434,2024-03-19
NDX,18067.69889926989,18240.10687201883,18249.11924285353,18003.2404136036,2024-03-20
NDX,18438.23981976746,18320.37547739828,18464.7035828885,18317.09506211292,2024-03-21
NDX,18293.1485943148,18339.44247124499,18386.25219476104,18267.48958870343,2024-03-22
NDX,18215.54364307991,18277.06363168295,18337.34707223643,18189.27827000426,2024-03-25
NDX,18329.2858737352,18210.53672933598,18378.70021274486,18207.87920979941,2024-03-26
NDX,18338.18694193262,18280.84200061059,18344.08625528741,18168.2041614765,2024-03-27
NDX,18263.41059400338,18254.68877690825,18308.31648391215,18231.38319273456,2024-03-28
NDX,18280.8194213926,18293.1985457811,18391.58264947711,18211.27557144379,2024-04-01
NDX,18076.43260379754,18121.78376983274,18135.57460365485,18002.26685577332,2024-04-02
NDX,18054.44464661479,18160.19035551588,18238.66500929783,18045.41925293409,2024-04-03
NDX,18331.0232864102,17878.77994094706,18362.28791931052,17875.7461083859,2024-04-04
NDX,17940.2783401901,18108.45626232087,18202.95551819502,17912.85854353996,2024-04-05
NDX,18130.44118427795,18100.19233446655,18178.65642659122,18050.68958908115,2024-04-08
NDX,18188.86666996964,18169.90490540768,18210.02379099622,17973.0713402293,2024-04-09
NDX,17957.95611639143,18011.65476767833,18040.82968821636,17932.4150877203,2024-04-10
NDX,18085.11208238033,18307.98265858954,18337.1509148954,17998.25274532019,2024-04-11
NDX,18117.67140883034,18003.48672366204,18166.49358316497,17952.08519970589,2024-04-12
NDX,18143.25456428002,17706.83238943724,18152.08087141352,17676.3462581273,2024-04-15
NDX,17691.44864568688,17713.66416019902,17817.72602773676,17660.88914907592,2024-04-16
NDX,17785.82259192908,17493.62169048919,17788.53820803673,17459.57174281333,2024-04-17
NDX,17514.77014256282,17394.3141718854,17590.81165361064,17376.49400617085,2024-04-18
NDX,17334.71022579971,17037.64565057241,17362.28068269716,16973.94196169122,2024-04-19
NDX,17161.10898864822,17210.88556792665,17305.15300484702,17010.25483470175,2024-04-22
NDX,17297.2386621828,17471.47136890356,17513.30723818752,17277.25484321471,2024-04-23
NDX,17613.66178108069,17526.80046347842,17653.65752860066,17435.33214312158,2024-04-24
NDX,17205.27947856537,17430.50359092544,17474.46095342574,17172.42281209206,2024-04-25
NDX,17566.22328124947,17718.29872095628,17772.77642189092,17533.08087906539,2024-04-26
NDX,17801.139470156,17782.71505413238,17820.00033169726,17671.03253305016,2024-04-29
NDX,17720.3531533753,17440.69183718555,17768.86933426669,17440.69183718555,2024-04-30
NDX,17382.77678749994,17318.54859363804,17667.86152348903,17284.36581682217,2024-05-01
NDX,17474.91512462568,17541.54134334946,17575.80457079906,17290.63650206353,2024-05-02
NDX,17848.6606595277,17890.79532155735,17926.97789987739,17784.78120876062,2024-05-03
NDX,17950.98398236091,18093.56589755589,18094.46052085218,17937.28193877399,2024-05-06
NDX,18106.33200082134,18091.44619943184,18156.31888916287,18061.60521267198,2024-05-07
NDX,17987.70464758797,18085.01164002989,18135.34399047651,17987.70464758797,2024-05-08
NDX,18095.796482354,18113.46290716427,18138.01871230662,18012.61810925936,2024-05-09
NDX,18171.14550629026,18161.17989896498,18247.60863856543,18099.72538902178,2024-05-10
NDX,18228.40492635576,18198.61412238115,18233.49531049996,18147.57271878186,2024-05-13
NDX,18187.50635176001,18322.77060117382,18339.57950704981,18175.29725296418,2024-05-14
NDX,18412.80699260367,18596.65134062301,18607.52729500568,18359.31950923107,2024-05-15
NDX,18589.9774910173,18557.96438158368,18669.49774277168,18553.30279247614,2024-05-16
NDX,18571.82113796285,18546.22981355143,18590.36815967219,18462.253427709,2024-05-17
NDX,18559.21652334926,18674.18691243955,18703.82864379392,18549.84016393859,2024-05-20
NDX,18603.98655945749,18713.79775448905,18721.17701485229,18589.91245233597,2024-05-21
NDX,18733.5446872542,18705.20233184233,18756.68752406594,18606.16047832354,2024-05-22
NDX,18907.13705512646,18623.38734088473,18907.54338340147,18554.88994858876,2024-05-23
NDX,18669.35890326319,18808.34673369612,18851.98897797014,18664.78789326279,2024-05-24
NDX,18855.15015908835,18869.4400368712,18875.19713899384,18755.94447843186,2024-05-28
NDX,18708.07363025895,18736.75452168901,18814.81520496344,18706.62458192686,2024-05-29
NDX,18683.24565777945,18538.66259353875,18705.26136413013,18487.76265073961,2024-05-30
NDX,18550.80295199804,18536.65084017172,18574.56452561184,18189.78039427838,2024-05-31
NDX,18666.72269255174,18600.97430157118,18707.21864466211,18392.57219190483,2024-06-03
NDX,18597.99951248925,18654.83663795863,18697.94677644399,18521.85041733735,2024-06-04
NDX,18791.27948188194,19035.04843964258,19035.86811267088,18768.25444065337,2024-06-05
NDX,19053.00648422568,19021.19338250872,19071.78675912195,18978.85812542063,2024-06-06
NDX,18992.57729438165,19000.95068891885,19113.88304453862,18958.67889687748,2024-06-07
NDX,18945.31430262535,19074.67469647794,19089.83484241007,18940.70535379444,2024-06-10
NDX,19031.39790654618,19210.18482439027,19212.63350149218,18966.56110358806,2024-06-11
NDX,19358.25937816403,19465.1794640695,19556.89508386722,19347.28057882641,2024-06-12
NDX,19609.0508945026,19576.92365893397,19639.44970211524,19473.70523696581,2024-06-13
NDX,19557.2204978493,19659.80014561004,19664.59439707057,19534.62240485794,2024-06-14
NDX,19681.85583547603,19902.74884831714,19977.84132716086,19623.71418074436,2024-06-17
NDX,19904.43182260189,19908.85759046746,19940.49961285295,19837.85883666706,2024-06-18
NDX,19962.96723277523,19752.29783112089,19979.92733086331,19685.03053023464,2024-06-20
NDX,19722.37158451509,19700.43122184786,19801.96690583611,19643.52031169316,2024-06-21
NDX,19648.23146159148,19474.61981217059,19723.20155734174,19472.52920522999,2024-06-24
NDX,19555.83913579358,19701.128649269,19712.41545199914,19523.50672244783,2024-06-25
NDX,19671.06807918604,19751.04783769252,19763.5457465626,19654.18310358811,2024-06-26
NDX,19740.51501304937,19789.02700989159,19850.81018275664,19701.33624929055,2024-06-27
NDX,19817.00451612913,19682.87092403128,20017.71460722635,19665.84863332626,2024-06-28
NDX,19720.11206179996,19812.22252929795,19827.74880258286,19577.53546714956,2024-07-01
NDX,19746.22374982493,20011.89296295148,20014.91530985401,19741.8093749458,2024-07-02
NDX,19995.27906310098,20186.63345870672,20186.63345870672,19995.27906310098,2024-07-03
NDX,20224.13020008683,20391.96610075356,20406.99498602231,20201.50077417873,2024-07-05
NDX,20393.88745845076,20439.54172694117,20455.38076887547,20363.37061354447,2024-07-08
NDX,20504.17345122792,20453.02402430098,20543.90289753219,20395.57241177082,2024-07-09
NDX,20533.27085332791,20675.37862430185,20690.96639912425,20479.94260908739,2024-07-10
